,Username,Review,User Rating,Color
10,V Nelson,"My old skull candy hesh 2, started acting up and I really did not love the way they fit my ears, sort of on the ear instead of around it. Sound was ok, but it was time for the upgrade.  I never heard of soundcore or their products but decided to try them not expecting much.  They new headphones arrived in a nice hard case, with all the necessary cables etc.  When I first heard them I was blown away.  The blutooth headphone sounded nearly as good my old studio wired open back HD430...  The app also made tweaking the sound a very easy process. They also fit my head and big ears suprising very well.  They also have a sensor in them that turns off the sound when you take them off.  Very cool idea.My only gripe are small control buttons.  I wish they were more pronounced and distinguishable.",5.0 out of 5 stars,Color: Blue
11,Justin,"These sound fantastic. Amazing for getting work done in your own world in public spaces or drowning out distracting home office noises or just listening to audiobooks or music while cooking or doing chores. They drop out the background noise floor very effectively so you can listen at a low volume level and preserve your hearing while experiencing subtle details.Some people complained about the smell in other reviews. I have a very sensitive nose and am very cautious about off-gassing, and these had no smell problem at all.I was a little disappointed initially as I learned that bluetooth degrades the audio quality for calls (it has to split the same amount of bandwidth for two audio streams - your voice and the incoming audio - so it halves the quality). But there are workarounds if that bothers you when on calls. 1) use the headphones in wired mode with in-line mic, 2) remain wireless but just use the internal microphone of your laptop or phone if the app allows input device selection that's different from the output, 3) keep the headphones in wireless mode, but plug a $5 lavalier mic into your laptop and clip it onto your shirt 4) just deal with the degraded audio for the duration of the wireless call. IMPORTANT NOTE: after the wireless call is over you may have to manually switch the input back to internal microphone to get your high-quality wireless audio back. This happened to me with MacOS.The 2 device connectivity (Android phone and Macbook) has been pretty good. Sometimes I have to manually tell it to reconnect to my laptop or phone when I turn them on, sometimes it connects automatically. It's a minor inconvenience. To switch between the two devices you pause the audio on the current device and then start playing some audio on the other device. Sometimes I have to press pause and play a couple of times before it switches, but it's no big deal. It never will play both simultaneously. It's one or the other.The battery life has been phenomenal.All in all I'm thrilled with the value here and the huge upgrade that these are for my productivity and listening enjoyment. I also believe that they will help save my hearing in the long run by allowing me to keep the volume low while still hearing all the details.",5.0 out of 5 stars,Color: Blue
12,Edward Zhou,"The noise cancel is selective i thing to some frequencies.  I didn't really notice it at first, but when i took these off the first time after a few hours of use, i realized it was storming outside.  The strange thing is, the noise from my actions moving stuff around was somewhat audible, but the rain and wind slamming on my window weren't.  All in all 9/10 for the base price (10/10 for black Friday).",5.0 out of 5 stars,Color: Blue
13,Real reviews by me,"This is my first set of over the ear noise canceling headphones. I must say they sound remarkable and although the Bose and others may sound a bit crisper for lack of a better word, I couldn’t justify spending $350 on a pair of headphones.At $110 these headphones sound on par with those other higher end head phones.Customer service is top notch. The ear pads started to wear badly on mine. I contacted customer service and they promptly sent me out a new pair of ear pads to replace mine. Now the headphones look as new.I highly recommend this vendor",4.0 out of 5 stars,Color: Blue
14,Kyle Archer,"The Soundcore Life Q35s are an insanely good deal for the price point. I was looking for a set of Bluetooth cans that support LDAC without having to shell out some serious cash on the Sony WH-1000s.The sound quality is fantastic. I've noticed some reviews mentioning the loud bass. The default EQ is indeed quite bass heavy but the Soundcore app features a large selection of EQ presets as well as custom capability. After some browsing and tinkering I created a custom EQ that sounds exactly right, with some of the sub bass rolled off and 100-200 Hz boosted for some good punch. The thing is the Q35s are capable of reproducing bass at many different frequencies, instead of just that generic muddy boom bass that you hear in Beats or cheap brands. The key is to find an EQ that balances those bass frequencies to your liking. Beyond that the mids have wonderful presence and an immersive soundstage. They remain wonderfully distinct from the bass frequencies. Treble is clear and detailed without fatiguing the ears. The high frequencies are pushed behind the mids to create the perfect balance of clarity and softness. I think Boss does this slightly better but Boss doesn't feature LDAC as a Bluetooth option. When LDAC is engaged on the Q35s the sound is hard to believe for wireless.I don't take my Q35s out of my apartment but for inside use the ANC works perfect. The hum of my swamp cooler, fans, or any low ambient sound is almost totally muted. I've heard the ANC falls short when used out in public and that the Sony WH-1000s are better. That wouldn't surprise me, they're nearly three times the price of the Q35s. But for normal indoor use the ANC is great.Battery life is insane. I charge them a few times a week (I'm neurotic about having full charged batteries, total OCD) but everything I do they're already at 70-80%. I basically top them off every couple days for an hour or so and literally never worry about running out of battery. I could be lost in the woods for a week and these things would last the whole time, probably outlive me. The build quality is awesome too. I'm not worried about these things snapping or cracking and the lack of a cord means I also don't have to worry about snagging the cord on a doorknob and having them violently hurled across the room right before the best part of the song hits. That was the absolute worst.If you're phone supports LDAC I can't recommend these enough, some of the best money I've ever spent.",5.0 out of 5 stars,Color: Black
15,The Maintenance Man,"Right out of the box, these are amazing!! Quality surround sound, extreme comfort, noise cancellation and more... all in one package, for a fraction of the cost of other headphones. Fast Bluetooth connection..... I could sit here and rave about these headphones, but the only way you are going to know for yourself is to BUY these headphones for yourself. I look forward to using these on my flight to Europe next month.",5.0 out of 5 stars,Color: Blue
16,Erica Larkin,"I wanted a good pair of headphones that would last for hours of use and these do just that. They last weeks without charging and look super cute. The only complaint I have, and maybe it's something on my end, I can't control the volume with the buttons on my phone. I have to use the buttons on the headphones to turn it up and down. Minor inconvenience compared to the many advantages of having these.",5.0 out of 5 stars,Color: Pink
17,Kevin S.,"I wrote out a very long and detailed review, but my phone died and I'm not typing it again so here are the cliff notes;-noise cancelling is extremely intuitive and transparency mode blocks out chatter while focusing on voices. Full ANC causes near perfect silence, but I can still hear things like sirens and such.-Sound quality is incredible. I have used WAY more expensive headphones that didn't sound nearly as good as these. Under $200, the only other headphones that compare are the soundcore Q45's and those are only marginally better.Bottom line, these should cost $300. They COULD cost $300 and nobody would bat an eye. Get them, you won't find this quality until you get over the $300 line.",5.0 out of 5 stars,Color: Blue
18,Rocky Mtn Fam,"I've heard great things about Soundcore and these headphones are pretty much exactly what I expected. The default sound signature is great and you can always change it up in the app. The ANC works as well as in-ears for a similar price point, though the difference between modes is subtle. I'm big on lossless audio and don't notice any difference in sound quality between Bluetooth and wired modes. I'm not sure how much of an improvement LDAC is, though, since I don't have a reference point.Based on what I've read, most the pros for the Q35s apply to the Q30s as well. I'm not sure if spending an extra $50 was worth it since these still have a few key downsides. While these headphones are comfortable, the padding isn't thick enough for that to last beyond a few hours. I also with that these folded more compactly and that the buttons didn't feel so cheap. Maybe it's just me, but tighter buttons with a satisfying click would've solidified the premium feel.Overall I'm really happy with these, but recommend going with the Q30s if your budget is mid-range.",4.0 out of 5 stars,Color: Blue
19,Brian Di Noto,"If you want a pair of hood sounding headphones for under $100, then these feel like a great choice.  I was considering the new 1000m5 or AirPod Max, but no way can they be 4-5x better than the Q35. Double, sure, but I couldn’t justify blowing that kind of money on headphones that have kind of similar complaints in the reviews.  I did try the Q30 as well, but I wouldn’t bother with those. Noticeably less comfortable padding and I have to throw shade on the claimed the Q30’s sound better than the Q35, just wasn’t my experience. I returned the Q30 and kept these puppies and use the Flat EQ setting on the app. ANC is good, not amazing, but keep the price in mind. Seems to kill a large chunk of background noise.",4.0 out of 5 stars,Color: Blue
20,tc54801,"I use these headphones mainly for listening to podcasts — shout out to Never Not Funny — and music during the course of my workday. I very much like that the app allows for changing sound profiles, and the ability to connect to the computer and phone at the same time is very convenient. Transparency mode also makes taking calls and meetings while working convenient by allowing to hear if I'm talking way too loud or way too softly.Having not had a Bose or Sony pair to compare these to, I'll just say that the noise canceling is serviceable and meets my needs: Along with music or white noise, they effectively block out any sharp noises from someone having what are sometimes loud meetings 5 feet away, directly facing me. For $350 or whatever, yes, I imagine the Bose and Sony options might have better noise canceling, but these Soundcore Life Q35s do what I need them to.",5.0 out of 5 stars,Color: Blue
